index,username,tweet_id,tweet_text,translated_text,org_step_1,org_step_2,relevant,category,query,datetime_of_tweet,datetime_of_query,link,mentioned_location,location,image,Chadchad
0600,sonthiratmu,1707229432270958613,สมัยท่านอัศวิน ฟุตบาทสีลมช่วงตรงข้ามรพ.กท.คริสเตียนกว้างเหมือนถนนนาธาน ของฮ่องกง เดินมีความสุขมาก ลมตึงสมชื่อสีลม,"In the time of Knight The Silom footpath opposite the Christian Hospital is as wide as Nathan Road in Hong Kong. Walking is very enjoyable. The wind is tight, worthy of the name Silom.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-09-28 3:03:10,2023-11-16 16:20:05,https://twitter.com/sonthiratmu/status/1707229432270958613,สีลม,,[],no
0605,nurseMFP,1707067852698886527," ซ่อมทางเท้าแยกวงศ์สว่างแล้ว!

เนอสได้รับร้องเรียนเรื่องทางเท้าชำรุดบริเวณหน้าคอนโด Parkland รัชดา-วงศ์สว่าง อาจทำให้เกิดอันตรายและความไม่สะดวกในการสัญจรได้ จึงประสานงานแก้ไข 

ขอบคุณศูนย์ก่อสร้างและบูรณะถนน 3 สำนักการโยธากทม. ที่เข้ามาซ่อมแซมทางเท้าให้เรียบร้อยเรียบสนิท…"," The sidewalk at Wong Sawang Intersection has been repaired!

Nurse received a complaint about a damaged sidewalk in front of Parkland Ratchada-Wong Sawang Condo. May cause danger and inconvenience in traveling. Therefore coordinate to fix

Thank you to the Road Construction and Restoration Center 3, Bangkok Public Works Department. who came to repair the sidewalk to make it neat and smooth...",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ราชินี"" OR ""รามคำแหง"" OR ""รามคำแหง-ศรีนครินทร์"" OR ""รามอินทรา"" OR ""ราษฎร์บูรณะ"" OR ""ร่มเกล้า"" OR ""ร่มเกล้า-สุวินทวงศ์"" OR ""ลาซาล"" OR ""ลาซาล-แบริ่ง"" OR ""ลาดกระบัง"" OR ""ลาดปลาเค้า"" OR ""ลาดพร้าว"" OR ""ลาดพร้าววังหิน"" OR ""ลาดหญ้า"" OR ""วงศ์สว่าง"")",2023-09-27 16:21:06,2023-11-16 16:06:14,https://twitter.com/nurseMFP/status/1707067852698886527,วงศ์สว่าง,,"['https://pbs.twimg.com/media/F7C5KY6agAAsm4E?format=jpg&name=small', 'https://pbs.twimg.com/media/F7C5KljbsAAjFiL?format=jpg&name=small']",no
0606,WindforFunfun,1707059635314884637,แจ้งเรื่องไปตั้งแต่ 23 วันนี้ 27 ก็ยังมาเจาะทางเท้าตอนสี่ทุ่ม ขึ้น status รอรับเรื่อง งั้นอย่าทำมาเลยรับเรื่องแล้วทำงานแบบราชการไม่สนใจ #1555 #1555ไร้ประโยชน์ #ชัชชาติ #สำนักงานเขตจตุจักร #ราชการไทยทำงานไร้ความรับผิดชอบ,"Reported the matter since the 23rd, today the 27th still came to drill the sidewalk at 10 PM, the status is up waiting to receive the matter, so don't do it, just accept the matter and work like a government official, don't care #1555 #1555 useless #Chatchat #Chatuchak District Office #Thai government officials work irresponsibly.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-27 15:48:27,2023-11-16 14:52:12,https://twitter.com/WindforFunfun/status/1707059635314884637,จตุจักร,,['https://pbs.twimg.com/media/F7CxsQpacAAVQTW?format=jpg&name=small'],no
0609,nuna_vmin,1706970923562414578,เหมือนหาเจอได้ข้างฟุตบาทริมสุขุมวิท,Looks like you can find it next to the sidewalk along Sukhumvit.,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-09-27 9:55:56,2023-11-16 16:20:05,https://twitter.com/nuna_vmin/status/1706970923562414578,สุขุมวิท,,['https://pbs.twimg.com/media/F7BNt3NaMAAFiFE?format=jpg&name=small'],no
0610,wichunai_r,1706946620162752890,ให้กำลังใจเพิ่มอีกนิด วันนี้มานั่งทานข้าวในซอยหลัง รพ.ตากสิน ที่เมื่อ 2 วันก่อนฝนลงหนักแล้วมาท่วม แม่ค้าก็ไม่ได้บ่นอะไรนะแค่ว่าขึ้นมาเลยฟุตบาทเลยลุ้นว่าเข้าร้านมั้ย พอฝนซาสักพักน้ำก็ลง,"Give me a little more encouragement. Today I came to eat in the alley behind Taksin Hospital where 2 days ago it rained heavily and flooded. The seller didn't complain at all, just that he came up to the footpath so he was wondering if he could enter the shop or not. After the rain stopped for a while, the water went down.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ดินแดง"" OR ""ตรีเพชร"" OR ""ตากสิน"" OR ""ทรงวาด"" OR ""ทวีวัฒนา"" OR ""ทองหล่อ"" OR ""ท่าข้าม"" OR ""ท่าดินแดง"" OR ""ท่าทราย"" OR ""ท่าพระ"" OR ""ท้ายวัง"" OR ""ธนิยะ"" OR ""นครปฐม"" OR ""นครราชสีมา"" OR ""นครลุง"")",2023-09-27 8:19:22,2023-11-16 15:38:26,https://twitter.com/wichunai_r/status/1706946620162752890,ตากสิน,,[],no
0612,praramcommand,1706936861883859168,เวลา 14.34 น. เหตุถนนทรุดตัวบริเวณทางลงทางด่วนบางนา ถนนสุขุมวิท เจ้าหน้าที่สถานีดับเพลิงและกู้ภัยบางนา ถึงไปที่เกิดเหตุ ตรวจสอบแล้ว บริเวณพื้นถนนและฟุตบาททรุดตัวความยาวประมาณ 3 เมตร ใกล้เคียงกับบริเวณจุดซ่อมท่อร้อยสายไฟของการไฟฟ้านครหลวง,"At 2:34 p.m., there was a road collapse near the Bangna Expressway entrance, Sukhumvit Road. Officials at the Bangna Fire and Rescue Station Arrived at the scene and inspected the area of ​​the road and footpath that had collapsed, approximately 3 meters in length, close to the area where the electrical conduit repairs of the Metropolitan Electricity Authority were repaired.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""บางนา"" OR ""ทวีวัฒนา"" OR ""ทุ่งครุ"" OR ""บางบอน"" OR ""กรุงธนบุรี"" OR ""กรุงเทพกรีฑา"" OR ""กล้วยน้ำไท"" OR ""กัลปพฤกษ์"" OR ""กัลยาณไมตรี"" OR ""กาญจนาภิเษก"" OR ""กำแพงเพชร"" OR ""กิ่งแก้ว"" OR ""ขี้เสือใหญ่สามัคคี"" OR ""ข้าวสาร"" OR ""ครุใน"")",2023-09-27 7:40:35,2023-11-16 15:29:44,https://twitter.com/praramcommand/status/1706936861883859168,บางนา,,[],no
0613,plerngrf,1706930344522547243,คอนเฟิม ลาดกระบังน้ำท่วมทุกปี เมื่อคืนตอนออกมาปิดบ้านก็ท่วมฟุตบาท เข้านอนแบบทำใจว่าพรุ่งนี้หนีบรองเท้าไปเปลี่ยนที่ทำงานแน่ เอ หรือเราจะลาดี ตื่นมาน้ำแห้ง อดจ้า,"Confirm Lat Krabang floods every year. Last night, when I came out to close the house, the sidewalk was flooded. Go to bed with the confidence that tomorrow you will definitely change your shoes at work. Or will we say goodbye? Woke up and the water was dry.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระนคร"" OR ""หนองจอก"" OR ""บางรัก"" OR ""บางเขน"" OR ""บางกะปิ"" OR ""ปทุมวัน"" OR ""ป้อมปราบศัตรูพ่าย"" OR ""พระโขนง"" OR ""มีนบุรี"" OR ""ลาดกระบัง"" OR ""ยานนาวา"" OR ""สัมพันธวงศ์"" OR ""พญาไท"" OR ""ธนบุรี"" OR ""บางกอกใหญ่"")",2023-09-27 7:14:42,2023-11-16 15:16:13,https://twitter.com/plerngrf/status/1706930344522547243,ลาดกระบัง,,[],no
0615,iairkii,1706875379066265712,"Day 4
ครั้งแรกที่ได้เจอเจมีไนน์ คืองานดูหนังอวตารที่เมกาบางนา นี่นั่งอยู่ริมทางเดิน ด้านข้าง จังหวะที่หนังเริ่มมาแล้ว น้องเข้าโรงมาด้านข้าง โฟ้ดพูดไรสักอย่างเสียงดังไปหน่อย น้องเจมก็หัวเราะขำแล้วก็ทำแบบชู่ๆ ให้เบาเสียง วันนั้นคือแบบหล่อ น่ารักมาก
#30DaysChallengeGEMINI #Gemini_NT","Day 4
The first time I met Jamie Nine. It's the Avatar movie viewing event at Mega Bangna. Sitting here on the side of the aisle, right at the moment when the movie started. The younger brother entered the factory from the side. Ford said something a little loudly. Little Jem laughed and laughed and did it in a quiet, quiet way. He was very handsome and cute that day.
#30DaysChallengeGEMINI #Gemini_NT",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""บางนา"" OR ""ทวีวัฒนา"" OR ""ทุ่งครุ"" OR ""บางบอน"" OR ""กรุงธนบุรี"" OR ""กรุงเทพกรีฑา"" OR ""กล้วยน้ำไท"" OR ""กัลปพฤกษ์"" OR ""กัลยาณไมตรี"" OR ""กาญจนาภิเษก"" OR ""กำแพงเพชร"" OR ""กิ่งแก้ว"" OR ""ขี้เสือใหญ่สามัคคี"" OR ""ข้าวสาร"" OR ""ครุใน"")",2023-09-27 3:36:17,2023-11-16 15:29:44,https://twitter.com/iairkii/status/1706875379066265712,บางนา,,['https://pbs.twimg.com/media/F7AKBT7bUAAMsg0?format=jpg&name=small'],no
0616,fm91trafficpro,1706873574622130347,เทศกิจเขตบางเขน จับปรับรถ จยย.ขี่บนทางเท้า หลัง ปชช.ร้องเรียนจำนวนมาก,Bang Khen District Municipality fined a motorcycle for riding on the sidewalk after many complaints from citizens.,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระนคร"" OR ""หนองจอก"" OR ""บางรัก"" OR ""บางเขน"" OR ""บางกะปิ"" OR ""ปทุมวัน"" OR ""ป้อมปราบศัตรูพ่าย"" OR ""พระโขนง"" OR ""มีนบุรี"" OR ""ลาดกระบัง"" OR ""ยานนาวา"" OR ""สัมพันธวงศ์"" OR ""พญาไท"" OR ""ธนบุรี"" OR ""บางกอกใหญ่"")",2023-09-27 3:29:07,2023-11-16 15:16:13,https://twitter.com/fm91trafficpro/status/1706873574622130347,บางเขน,,[],no
0619,webdevxp,1706853716014588118,สส.จอจาน หารือปัญหาประชาชนดอนเมือง ปัญหาผิวถนน ปัญหาไฟจราจร ปัญหาสายไฟสายสื่อสารไม่เป็นระเบียบ ปัญหาทางม้าลายและทางเท้า ปัญหาน้ำท่วมเรื้อรัง และปัญหาวินัยจราจรจุดรับส่ง taxi,"MP Jojan discussed the problems of Don Mueang people, road surface problems, traffic light problems, problems with electrical wires and communications cables being out of order. Zebra crossing and sidewalk problems Chronic flooding problems and problems with traffic discipline at taxi pick-up points",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประเวศ"" OR ""คลองเตย"" OR ""สวนหลวง"" OR ""จอมทอง"" OR ""ดอนเมือง"" OR ""ราชเทวี"" OR ""ลาดพร้าว"" OR ""วัฒนา"" OR ""บางแค"" OR ""หลักสี่"" OR ""สายไหม"" OR ""คันนายาว"" OR ""สะพานสูง"" OR ""วังทองหลาง"" OR ""คลองสามวา"")",2023-09-27 2:10:12,2023-11-16 15:25:10,https://twitter.com/webdevxp/status/1706853716014588118,ดอนเมือง,,[],no
0620,Grandmomper,1706846575954481620,เขตห้วยขวาง  ร้านค้าจีนแผ่นดินใหญ่ซื้อร้านค้าไทยไปหมดแล้ว  ยึดทางเท้าทั้งหมดไม่ใช่แค่เทปูนเชื่อมขอบถนน ผู้ว่าบางกอกไปแหกตาดูซะบ้าง เขตป้อมปราบแค่น้ำจิ้ม,"In Huai Khwang District, mainland Chinese stores have all bought out Thai stores. Secure the entire sidewalk, not just pour cement to connect the curb. Governor of Bangkok, go take a look. Pom Prap district, just nam sauce",สนง.เทศกิจ,สนง.เทศกิจ,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ห้วยขวาง"" OR ""คลองสาน"" OR ""ตลิ่งชัน"" OR ""บางกอกน้อย"" OR ""บางขุนเทียน"" OR ""ภาษีเจริญ"" OR ""หนองแขม"" OR ""ราษฎร์บูรณะ"" OR ""บางพลัด"" OR ""ดินแดง"" OR ""บึงกุ่ม"" OR ""สาทร"" OR ""บางซื่อ"" OR ""จตุจักร"" OR ""บางคอแหลม"")",2023-09-27 1:41:50,2023-11-16 15:20:42,https://twitter.com/Grandmomper/status/1706846575954481620,ห้วยขวาง,,[],no
0622,ThaiPBS,1706836489416368374,"หากใครที่อาศัยอยู่ใน กทม. และบ้านอยู่ในซอยต่าง ๆ แล้วทำทางลาดคอนกรีตเชื่อมกับทางเท้าหรือถนน เพื่อนำรถเข้าไปจอดในบ้าน ต้องบอกว่า ""ทำไม่ได้"" เพราะเป็นทางเท้าสาธารณะ โดยที่เขตป้อมปราบศัตรูพ่าย เจ้าหน้าที่ได้เร่งรื้อถอนหลายจุดแล้ว

#ThaiPBS http://thaipbs.or.th/WanmaiThaiPBS #วันใหม่ไทยพีบีเอส","If anyone lives in Bangkok and their house is in a different alley, then make a concrete ramp connecting it to the sidewalk or road. In order to park the car in the house, I had to say ""I can't do it"" because it was a public sidewalk. in the area of ​​Pom Prap Sattru Phai Officials have rushed to demolish many places.

#ThaiPBS http://thaipbs.or.th/WanmaiThaiPBS #WanmaiThaiPBS",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-27 1:01:45,2023-11-16 14:52:12,https://twitter.com/ThaiPBS/status/1706836489416368374,ป้อมปราบศัตรูพ่าย,,['https://pbs.twimg.com/media/F6_mptyWwAAb8Cs.jpg'],no
0623,ga_me,1706766837957177391,"อุดมสุข สำลักความสุข จนล้นฟุตบาท

น้ำขังรอการระบาย ก็ปกติกับปริมาณ ฝนขนาดนี้

แต่ที่ ไม่ปกติ คือ ผู้ว่าไม่เหมือนที่โม้ไว้ตอนหาเสียง

ทำงาน วิดน้ำ สูดความเจริญ

ห้าาา","Udomsuk chokes on happiness until it overflows the sidewalk.

Stagnant water waiting to be drained It's normal with this amount of rain.

But what's unusual is that the governor isn't like what he bragged about during the campaign.

Work, push water, breathe prosperity

Haha.",สนง.โยธา,สนง.โยธา,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""อนุสาวรีย์ชัยฯ"" OR ""อรุณอมรินทร์"" OR ""อังรีดูนังต์"" OR ""อัสสัมชัญ"" OR ""อาจณรงค์"" OR ""อิสรภาพ"" OR ""อุดมสุข"" OR ""อู่ทองนอก"" OR ""อู่ทองใน"" OR ""อโศก-ดินแดง"" OR ""อโศก-เพชรบุรี"" OR ""อโศก"" OR ""อ่อนนุช"" OR ""เกษมราษฎร์"" OR ""เกียกกาย"")",2023-09-26 20:24:59,2023-11-16 16:29:11,https://twitter.com/ga_me/status/1706766837957177391,อุดมสุข,,[],no
0625,miewduck,1706708182985494560,อุดมสุขน้ำลดแล้วอ่ะลงเร็วเหมือนกันนะในซ.ปุณณวิถียังล้นฟุตบาทอยู่เลย,"Udomsuk, the water level has receded. It's falling fast as well. In Soi Punnawithi, the footpath is still overflowing.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-09-26 16:31:54,2023-11-16 15:52:10,https://twitter.com/miewduck/status/1706708182985494560,ปุณณวิถี,,[],no
0626,StTonkub,1706699658360463836,สุขุมวิท 101/1 บริเวณซอยวชิรธรรมสาธิต32 มีการติดตั้งรถสูบน้ำเข้าสู่อุโมงค์ผลักดันน้ำ สส.บอกว่าตอนนี้ระดับน้ำเริ่มลดลงแล้ว จากเดินที่มิดฟุตบาทตอนนี้เห็นฟุตบาทละ   #น้ําท่วม,"Sukhumvit 101/1, area of ​​Soi Wachiratham Sathit 32 A water pump was installed into the tunnel to push water. The MP said that now the water level has begun to decrease. From walking in the middle of the sidewalk, now I can see each footpath #flooding",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""วงเวียนเล็ก"" OR ""วงเวียนใหญ่"" OR ""วงแหวนอุตสาหกรรม"" OR ""วชิรธรรมสาธิต"" OR ""วรจักร"" OR ""วังหลัง"" OR ""วัชรพล"" OR ""วัฒนธรรม"" OR ""วิทยุ"" OR ""วิภาวดีรังสิต"" OR ""วิสุทธิกษัตริย์"" OR ""วุฒากาศ"" OR ""ศรีนครินทร์"" OR ""ศรีนครินทร์-ร่มเกล้า"" OR ""ศรีอยุธยา"")",2023-09-26 15:58:02,2023-11-16 16:10:52,https://twitter.com/StTonkub/status/1706699658360463836,วชิรธรรมสาธิต,,[],no
0627,lemonoorange,1706698706664526221,ยกระดับทางเท้าค่ะ แค่ให้เดินไปต่อได้ ไม่ติดอยู่เกาะก็โอแล้ว ลงอุดมสุขคิดติด้ป็นเกาะเลย พยายามหาทางเดินละ,"Raise the level of the sidewalk. Just to keep walking. Not being stuck on an island is fine. Going down to Udom Suk, I thought it was like an island. Trying to find a path",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""อนุสาวรีย์ชัยฯ"" OR ""อรุณอมรินทร์"" OR ""อังรีดูนังต์"" OR ""อัสสัมชัญ"" OR ""อาจณรงค์"" OR ""อิสรภาพ"" OR ""อุดมสุข"" OR ""อู่ทองนอก"" OR ""อู่ทองใน"" OR ""อโศก-ดินแดง"" OR ""อโศก-เพชรบุรี"" OR ""อโศก"" OR ""อ่อนนุช"" OR ""เกษมราษฎร์"" OR ""เกียกกาย"")",2023-09-26 15:54:15,2023-11-16 16:29:11,https://twitter.com/lemonoorange/status/1706698706664526221,อุดมสุข,,[],no
0628,lemont_pp,1706697556892495971,"น้ำท่วมหนักมาก สงสารคนรอรถเลย กว่าจะถึงบ้าน ป้ายรถก็น้ำท่วมยันฟุตบาทฝนก็ยังตก 

สมัยนั่งรถเมล์กลับบ้านตั้งแต่ต้นสายยันปลายสาย ยืนแบกกระเป๋าหนักๆโหนรถเมล์คนเยอะๆ3ชม. จากสยามไปมีนบุรียังจำติดตา มันเหนื่อยมาก","Very heavy flooding I feel sorry for the people waiting for the car. Until I get home The bus stop was flooded and even the sidewalk was still raining.

When I took the bus home from the beginning of the line to the end of the line Standing with a heavy bag on a crowded bus for 3 hours. From Siam to Minburi, I still remember it vividly. It's very tiring.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระนคร"" OR ""หนองจอก"" OR ""บางรัก"" OR ""บางเขน"" OR ""บางกะปิ"" OR ""ปทุมวัน"" OR ""ป้อมปราบศัตรูพ่าย"" OR ""พระโขนง"" OR ""มีนบุรี"" OR ""ลาดกระบัง"" OR ""ยานนาวา"" OR ""สัมพันธวงศ์"" OR ""พญาไท"" OR ""ธนบุรี"" OR ""บางกอกใหญ่"")",2023-09-26 15:49:41,2023-11-16 15:16:13,https://twitter.com/lemont_pp/status/1706697556892495971,มีนบุรี,,[],no
0629,arunee_mini,1706689688562811239,ถนนใหญ่หน้าปากซอยสุขุมวิท 101/1 (ซอยวชิรธรรมสาธิต) ณ เวลานี้ ไม่ท่วม  แต่น้ำท่วมดหรือฟุตบาทช่วงตลาดมหาสินกลางซอย เช่นเดียวกับพฤหัสที่แล้ว ขอบคุณเขตและเจ้าหน้าที่เขตที่เสียสละมาให้บริการรถรับส่ง จากปากซอยถึงวัดวชิรธรรมสาธิต ขอให้ท่านร่ำรวยมั่งมีศรีสุขปลอดภัยเสมอ,"The main road in front of Soi Sukhumvit 101/1 (Soi Wachiratham Sathit) at this time is not flooded, but there is water on the footpath or the Mahasin Market in the middle of the alley. Just like last Thursday Thank you to the district and district officials who sacrificed themselves to provide the shuttle service. From the entrance of the alley to Wat Wachiratham Sathit May you always be rich, prosperous and safe.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-09-26 15:18:25,2023-11-16 16:20:05,https://twitter.com/arunee_mini/status/1706689688562811239,วชิรธรรมสาธิต,,[],no
0630,Thansettakij,1706689216401621356,น้ำท่วมฟุตบาท บริเวณ ถนนสุขุมวิท 62/1,Flooding of footpaths in the area of ​​Sukhumvit Road 62/1,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-09-26 15:16:32,2023-11-16 16:20:05,https://twitter.com/Thansettakij/status/1706689216401621356,สุขุมวิท,,"['https://pbs.twimg.com/media/F69gfVhbEAAe-MY?format=jpg&name=small', 'https://pbs.twimg.com/media/F69ggW8aYAEyzr_?format=jpg&name=small']",no
0631,moncherienana,1706679138315301323,ขนาดซอยตรงคอนโดไม่ค่อยท่วมบ่อยยังท่วมเลยฟุตบาท สุขุมวิทพังแน่,"Even the alley near the condo doesn't flood often, but it still floods beyond the footpath. Sukhumvit will definitely fail.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-09-26 14:36:29,2023-11-16 16:20:05,https://twitter.com/moncherienana/status/1706679138315301323,สุขุมวิท,,[],no
0636,lonlyyp,1706663989277774225,ซอยสุขุมวิท 50 น้ำท่วมแบบหนักหน่วง หัวเข่าไปเลยคุณพรี่ กุนี้แง้นฝ่ามาเลย กลัวรถจะดับ ส่วนคันอื่นดับไปแล้ว กรี๊ดทั้งทาง ขอทางหน่อยค่า ขอหนูไปก่อนนะคะ พี่ๆ รถยนต์เบาหน่อยจ้า หันไปตะโกนบอกคนเดินริมฟุตบาทที่เดินลุยน้ำว่าระวังๆ นะคะ ข้างๆ เป็นคลอง,"Soi Sukhumvit 50 is heavily flooded. You're on your knees, Khun Pree. This one, I looked up and came through, afraid that the car would die. The other car had already died. I was screaming all over the place. Please give me directions. Please let me go first. Brothers and sisters, the car is light. I turned and shouted to the people walking along the sidewalk who were wading through the water, that they should be careful. There was a canal next to them.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-09-26 13:36:17,2023-11-16 16:20:05,https://twitter.com/lonlyyp/status/1706663989277774225,สุขุมวิท,,[],no
0638,ThitipornNut,1706662460634358020,น้ำท่วมในซอยติดbts อุดมสุข ท่วมขึ้นฟุตบาท#น้ําท่วม,"Flooding in the alley next to BTS Udomsuk, flooding up the sidewalk #flooding",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""อนุสาวรีย์ชัยฯ"" OR ""อรุณอมรินทร์"" OR ""อังรีดูนังต์"" OR ""อัสสัมชัญ"" OR ""อาจณรงค์"" OR ""อิสรภาพ"" OR ""อุดมสุข"" OR ""อู่ทองนอก"" OR ""อู่ทองใน"" OR ""อโศก-ดินแดง"" OR ""อโศก-เพชรบุรี"" OR ""อโศก"" OR ""อ่อนนุช"" OR ""เกษมราษฎร์"" OR ""เกียกกาย"")",2023-09-26 13:30:13,2023-11-16 16:29:11,https://twitter.com/ThitipornNut/status/1706662460634358020,อุดมสุข,,[],no
0639,Thansettakij,1706661902930362783,"พระรามสี่ มุ่งหน้า​พระโขนง​ #น้ำท่วม สูงเลยฟุตบาท #ฝนตกหนัก
https://thansettakij.com/news/general-news/577016…","Rama IV heading towards Phra Khanong #flooding, height above the footpath #heavy rain
https://thansettakij.com/news/general-news/577016…",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระนคร"" OR ""หนองจอก"" OR ""บางรัก"" OR ""บางเขน"" OR ""บางกะปิ"" OR ""ปทุมวัน"" OR ""ป้อมปราบศัตรูพ่าย"" OR ""พระโขนง"" OR ""มีนบุรี"" OR ""ลาดกระบัง"" OR ""ยานนาวา"" OR ""สัมพันธวงศ์"" OR ""พญาไท"" OR ""ธนบุรี"" OR ""บางกอกใหญ่"")",2023-09-26 13:28:00,2023-11-16 15:16:13,https://twitter.com/Thansettakij/status/1706661902930362783,พระโขนง,,"['https://pbs.twimg.com/media/F69H0nNaEAAyiX-?format=jpg&name=900x900', 'https://pbs.twimg.com/media/F69H1a_bsAAE4_J?format=jpg&name=small', 'https://pbs.twimg.com/media/F69H2TlaQAAPZJ0?format=jpg&name=900x900']",no
